geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
"[139.1131, 36.3624, 141.55]",Point,us20004y07,,2.7,20004y07,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004y07.geojson,0.75,3.0,71.0,",us20004y07,",4.6,mb,,us,,"5km SE of Maebashi-shi, Japan",0.98,326,",us,",reviewed,1454655739610,"M 4.6 - 5km SE of Maebashi-shi, Japan",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",540,1454673792853,http://earthquake.usgs.gov/earthquakes/eventpage/us20004y07,Feature
"[-119.2181667, 34.8733333, 14.32]",Point,ci37520616,,,37520616,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520616.geojson,0.02545,,87.0,",ci37520616,",1.27,ml,,ci,16.0,"7km WNW of Pine Mountain Club, California",0.17,25,",ci,",reviewed,1454655334420,"M 1.3 - 7km WNW of Pine Mountain Club, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,tectonic-summary,",-480,1454685280967,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520616,Feature
"[-123.0074997, 38.7975006, 5.14]",Point,nc72588766,,,72588766,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588766.geojson,0.02877,,123.0,",nc72588766,",1.45,md,,nc,10.0,"1km SE of Cloverdale, California",0.02,32,",nc,",automatic,1454654422760,"M 1.5 - 1km SE of Cloverdale, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454669584138,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588766,Feature
"[-155.2839966, 19.4044991, 1.82]",Point,hv61170041,,,61170041,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv61170041.geojson,0.008037,,35.0,",hv61170041,",1.72,ml,,hv,23.0,"5km WSW of Volcano, Hawaii",0.12,46,",hv,",automatic,1454652936880,"M 1.7 - 5km WSW of Volcano, Hawaii",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-600,1454653280520,http://earthquake.usgs.gov/earthquakes/eventpage/hv61170041,Feature
"[-64.468, 18.8645, 6]",Point,pr16036004,,,16036004,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16036004.geojson,0.46712395,,302.4,",pr16036004,",3.2,Md,,pr,9.0,"51km NNE of Road Town, British Virgin Islands",0.23,158,",pr,",REVIEWED,1454651696200,"M 3.2 - 51km NNE of Road Town, British Virgin Islands",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454680664496,http://earthquake.usgs.gov/earthquakes/eventpage/pr16036004,Feature
"[-122.7906647, 38.8658333, 0.68]",Point,nc72588756,,,72588756,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588756.geojson,0.02036,,192.0,",nc72588756,",0.95,md,,nc,7.0,"7km NW of Cobb, California",0.02,14,",nc,",automatic,1454651477480,"M 1.0 - 7km NW of Cobb, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454655065599,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588756,Feature
"[-120.1518, 39.3845, 9.8]",Point,nn00530074,,,00530074,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00530074.geojson,0.12,,102.39,",nn00530074,",0.2,ml,,nn,6.0,"6km NNE of Truckee, California",0.0731,1,",nn,",reviewed,1454651046230,"M 0.2 - 6km NNE of Truckee, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454669407426,http://earthquake.usgs.gov/earthquakes/eventpage/nn00530074,Feature
"[-64.0767, 18.4197, 70]",Point,pr16036006,,,16036006,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16036006.geojson,0.51203971,,345.6,",pr16036006,",2.8,Md,,pr,4.0,"57km E of Road Town, British Virgin Islands",0.11,121,",pr,",REVIEWED,1454651037700,"M 2.8 - 57km E of Road Town, British Virgin Islands",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454679998635,http://earthquake.usgs.gov/earthquakes/eventpage/pr16036006,Feature
"[-119.0234985, 37.6479988, -1.37]",Point,nc72588751,,2.0,72588751,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588751.geojson,0.006756,1.0,115.0,",nc72588751,",2.07,md,,nc,21.0,"4km W of Mammoth Lakes, California",0.04,66,",nc,",automatic,1454650948790,"M 2.1 - 4km W of Mammoth Lakes, California",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454665264977,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588751,Feature
"[-119.0220032, 37.6496658, -1.7]",Point,nc72588746,,,72588746,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588746.geojson,0.008792,,124.0,",nc72588746,",1.11,md,,nc,8.0,"4km W of Mammoth Lakes, California",0.01,19,",nc,",automatic,1454650330640,"M 1.1 - 4km W of Mammoth Lakes, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454653626560,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588746,Feature
"[-71.6656, -31.0814, 26.68]",Point,us20004xzw,,,20004xzw,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004xzw.geojson,0.407,,149.0,",us20004xzw,",4.9,mb,,us,,"69km SW of Ovalle, Chile",0.84,369,",us,",reviewed,1454650088570,"M 4.9 - 69km SW of Ovalle, Chile",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-180,1454679046799,http://earthquake.usgs.gov/earthquakes/eventpage/us20004xzw,Feature
"[-71.7623, -31.074, 25.85]",Point,us20004xzv,,,20004xzv,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004xzv.geojson,0.413,,144.0,",us20004xzv,",5.0,mb,,us,,"75km SW of Ovalle, Chile",0.76,385,",us,",reviewed,1454649880520,"M 5.0 - 75km SW of Ovalle, Chile",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-180,1454678843096,http://earthquake.usgs.gov/earthquakes/eventpage/us20004xzv,Feature
"[-118.8553314, 37.5733337, 5.28]",Point,nc72588731,,,72588731,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588731.geojson,0.02668,,159.0,",nc72588731,",1.11,md,,nc,16.0,"13km SE of Mammoth Lakes, California",0.01,19,",nc,",automatic,1454649683460,"M 1.1 - 13km SE of Mammoth Lakes, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454666525024,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588731,Feature
"[-118.8568333, 37.5721667, 5.55]",Point,nc72588726,,,72588726,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588726.geojson,0.02834,,105.0,",nc72588726,",0.82,md,,nc,21.0,"13km SE of Mammoth Lakes, California",0.03,10,",nc,",reviewed,1454649386480,"M 0.8 - 13km SE of Mammoth Lakes, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454653385552,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588726,Feature
"[-117.401, 34.1803333, 9.17]",Point,ci37520592,,,37520592,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520592.geojson,0.08612,,54.0,",ci37520592,",0.86,ml,,ci,45.0,"5km S of Devore, California",0.19,11,",ci,",reviewed,1454649259870,"M 0.9 - 5km S of Devore, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454684611262,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520592,Feature
"[-122.0029984, 37.7016678, 11.06]",Point,nc72588721,,,72588721,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588721.geojson,0.06093,,62.0,",nc72588721,",1.78,md,,nc,23.0,"4km NE of Fairview, California",0.12,49,",nc,",automatic,1454648901660,"M 1.8 - 4km NE of Fairview, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454677865710,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588721,Feature
"[-122.0023346, 37.7028351, 10.79]",Point,nc72588716,,,72588716,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588716.geojson,0.06068,,33.0,",nc72588716,",1.92,md,,nc,36.0,"4km NE of Fairview, California",0.14,57,",nc,",automatic,1454648534850,"M 1.9 - 4km NE of Fairview, California",0,earthquake,",focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454677491822,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588716,Feature
"[122.3733, 13.7502, 10]",Point,us20004xzs,,,20004xzs,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004xzs.geojson,7.349,,89.0,",us20004xzs,",5.2,mb,,us,,"8km ESE of San Francisco, Philippines",0.97,416,",us,",reviewed,1454648446800,"M 5.2 - 8km ESE of San Francisco, Philippines",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",480,1454677407428,http://earthquake.usgs.gov/earthquakes/eventpage/us20004xzs,Feature
"[-116.6216667, 33.132, 15.06]",Point,ci37520584,,,37520584,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520584.geojson,0.05476,,93.0,",ci37520584,",0.92,ml,,ci,31.0,"6km NNW of Julian, California",0.18,13,",ci,",reviewed,1454647072070,"M 0.9 - 6km NNW of Julian, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454684108754,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520584,Feature
"[-149.9145, 60.7168, 36.2]",Point,ak12689435,,,12689435,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12689435.geojson,,,,",ak12689435,",1.9,ml,,ak,,"50km ENE of Sterling, Alaska",0.22,56,",ak,",automatic,1454646733000,"M 1.9 - 50km ENE of Sterling, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1454648843144,http://earthquake.usgs.gov/earthquakes/eventpage/ak12689435,Feature
"[151.6315, -5.3662, 64.93]",Point,us20004xzk,,,20004xzk,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004xzk.geojson,1.282,,78.0,",us20004xzk,",4.6,mb,,us,,"132km SSW of Kokopo, Papua New Guinea",0.79,326,",us,",reviewed,1454645576970,"M 4.6 - 132km SSW of Kokopo, Papua New Guinea",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",600,1454674540283,http://earthquake.usgs.gov/earthquakes/eventpage/us20004xzk,Feature
"[-150.1573, 59.6793, 30.6]",Point,ak12689432,,,12689432,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12689432.geojson,,,,",ak12689432,",2.1,ml,,ak,,"61km SW of Seward, Alaska",0.2,68,",ak,",automatic,1454644857000,"M 2.1 - 61km SW of Seward, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1454647141895,http://earthquake.usgs.gov/earthquakes/eventpage/ak12689432,Feature
"[-150.5912, 61.8713, 52.1]",Point,ak12689428,,,12689428,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12689428.geojson,,,,",ak12689428,",2.1,ml,,ak,,"32km WNW of Willow, Alaska",0.53,68,",ak,",automatic,1454643974000,"M 2.1 - 32km WNW of Willow, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1454645397123,http://earthquake.usgs.gov/earthquakes/eventpage/ak12689428,Feature
"[-122.7171667, 38.7686667, 2.21]",Point,nc72588706,,,72588706,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588706.geojson,0.004593,,52.0,",nc72588706,",1.24,md,,nc,25.0,"3km ESE of The Geysers, California",0.07,24,",nc,",reviewed,1454643960880,"M 1.2 - 3km ESE of The Geysers, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454666947035,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588706,Feature
"[72.4408, 38.02, 57.74]",Point,us20004xzg,,,20004xzg,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us20004xzg.geojson,1.729,,78.0,",us20004xzg,",4.4,mb,,us,,"94km ESE of Vanj, Tajikistan",1.13,298,",us,",reviewed,1454643144480,"M 4.4 - 94km ESE of Vanj, Tajikistan",0,earthquake,",cap,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",300,1454672110034,http://earthquake.usgs.gov/earthquakes/eventpage/us20004xzg,Feature
"[-118.859169, 37.574501, 5.34]",Point,nc72588696,,3.1,72588696,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588696.geojson,0.04452,2.0,87.0,",nc72588696,nn00530047,",2.8,md,,nc,33.0,"12km SE of Mammoth Lakes, California",0.04,121,",nc,nn,",automatic,1454642886070,"M 2.8 - 12km SE of Mammoth Lakes, California",0,earthquake,",dyfi,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454660043773,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588696,Feature
"[-66.8712, 18.8708, 44]",Point,pr16036005,,,16036005,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16036005.geojson,0.53180265,,284.4,",pr16036005,",2.8,Md,,pr,5.0,"42km N of Hatillo, Puerto Rico",0.2,121,",pr,",REVIEWED,1454642616400,"M 2.8 - 42km N of Hatillo, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454671616290,http://earthquake.usgs.gov/earthquakes/eventpage/pr16036005,Feature
"[-115.8266667, 32.9341667, 7.74]",Point,ci37520568,,,37520568,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520568.geojson,0.02064,,45.0,",ci37520568,",1.46,ml,,ci,31.0,"22km WSW of Westmorland, California",0.26,33,",ci,",reviewed,1454642611440,"M 1.5 - 22km WSW of Westmorland, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454683696986,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520568,Feature
"[-116.4306667, 33.0646667, 2.58]",Point,ci37520552,,,37520552,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520552.geojson,0.1411,,128.0,",ci37520552,",0.69,ml,,ci,12.0,"16km E of Julian, California",0.22,7,",ci,",reviewed,1454640811810,"M 0.7 - 16km E of Julian, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454681976090,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520552,Feature
"[-67.0662, 18.4687, 51]",Point,pr16036001,,,16036001,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16036001.geojson,0.0413225,,266.4,",pr16036001,",2.2,Md,,pr,4.0,"1km ESE of Rafael Hernandez, Puerto Rico",0.23,74,",pr,",REVIEWED,1454640375800,"M 2.2 - 1km ESE of Rafael Hernandez, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1454646840549,http://earthquake.usgs.gov/earthquakes/eventpage/pr16036001,Feature
"[-122.7376667, 38.7805, 16.14]",Point,nc72588691,,,72588691,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588691.geojson,0.01752,,71.0,",nc72588691,",0.66,md,,nc,21.0,"1km ENE of The Geysers, California",0.27,7,",nc,",reviewed,1454640237240,"M 0.7 - 1km ENE of The Geysers, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454654347582,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588691,Feature
"[-67.5435, 18.833, 59]",Point,pr16036003,,,16036003,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16036003.geojson,0.78422924,,219.6,",pr16036003,",2.5,Md,,pr,6.0,"60km NW of Aguadilla, Puerto Rico",0.25,96,",pr,",REVIEWED,1454639977100,"M 2.5 - 60km NW of Aguadilla, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-300,1454668926009,http://earthquake.usgs.gov/earthquakes/eventpage/pr16036003,Feature
"[-67.7301, 18.7819, 64]",Point,pr16036002,,,16036002,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16036002.geojson,0.8578911,,324.0,",pr16036002,",2.8,Md,,pr,7.0,"70km NW of Rincon, Puerto Rico",0.31,121,",pr,",REVIEWED,1454639763200,"M 2.8 - 70km NW of Rincon, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-300,1454668723463,http://earthquake.usgs.gov/earthquakes/eventpage/pr16036002,Feature
"[-67.67, 18.944, 6]",Point,pr16036000,,,16036000,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16036000.geojson,0.58390493,,309.6,",pr16036000,",3.3,Md,,pr,12.0,"78km NW of Aguadilla, Puerto Rico",0.25,168,",pr,",REVIEWED,1454639263300,"M 3.3 - 78km NW of Aguadilla, Puerto Rico",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-300,1454668214089,http://earthquake.usgs.gov/earthquakes/eventpage/pr16036000,Feature
"[-155.2131653, 19.3161659, 0.98]",Point,hv61169771,,,61169771,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv61169771.geojson,0.0364,,88.0,",hv61169771,",2.22,ml,,hv,56.0,"12km SSE of Volcano, Hawaii",0.29,76,",hv,",automatic,1454638968880,"M 2.2 - 12km SSE of Volcano, Hawaii",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-600,1454639310250,http://earthquake.usgs.gov/earthquakes/eventpage/hv61169771,Feature
"[-121.8053333, 37.5713333, 6.81]",Point,nc72588686,,,72588686,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588686.geojson,0.0636,,78.0,",nc72588686,",1.27,md,,nc,20.0,"11km SSE of Pleasanton, California",0.11,25,",nc,",reviewed,1454638212910,"M 1.3 - 11km SSE of Pleasanton, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,tectonic-summary,",-480,1454655189600,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588686,Feature
"[-122.7829971, 38.7869987, 1.86]",Point,nc72588681,,,72588681,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588681.geojson,0.007271,,80.0,",nc72588681,",1.02,md,,nc,16.0,"2km WNW of The Geysers, California",0.03,16,",nc,",automatic,1454637913300,"M 1.0 - 2km WNW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454640366108,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588681,Feature
"[-122.8116684, 38.8081665, 1.44]",Point,nc72588676,,,72588676,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588676.geojson,0.01279,,98.0,",nc72588676,",1.05,md,,nc,20.0,"5km NW of The Geysers, California",0.03,17,",nc,",automatic,1454637632660,"M 1.1 - 5km NW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454639406064,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588676,Feature
"[-155.3809967, 19.2963333, 4.3]",Point,hv61169746,,,61169746,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv61169746.geojson,0.03713,,100.0,",hv61169746,",1.73,md,,hv,19.0,"14km NE of Pahala, Hawaii",0.12,46,",hv,",automatic,1454637010660,"M 1.7 - 14km NE of Pahala, Hawaii",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-600,1454637193940,http://earthquake.usgs.gov/earthquakes/eventpage/hv61169746,Feature
"[-116.8015, 33.987, 11.67]",Point,ci37520544,,,37520544,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37520544.geojson,0.04831,,46.0,",ci37520544,",1.09,ml,,ci,35.0,"8km N of Cabazon, California",0.14,18,",ci,",reviewed,1454636632300,"M 1.1 - 8km N of Cabazon, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,tectonic-summary,",-480,1454681979564,http://earthquake.usgs.gov/earthquakes/eventpage/ci37520544,Feature
"[-149.9784, 61.3888, 31.9]",Point,ak12686452,,,12686452,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12686452.geojson,,,,",ak12686452,",2.0,ml,,ak,,"14km S of Big Lake, Alaska",0.93,62,",ak,",automatic,1454636269000,"M 2.0 - 14km S of Big Lake, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1454638262507,http://earthquake.usgs.gov/earthquakes/eventpage/ak12686452,Feature
"[-122.720665, 38.7788315, 1.41]",Point,nc72588666,,,72588666,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588666.geojson,0.006169,,104.0,",nc72588666,",1.08,md,,nc,9.0,"3km E of The Geysers, California",0.04,18,",nc,",automatic,1454635715260,"M 1.1 - 3km E of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454639225059,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588666,Feature
"[-115.3808, 36.7927, 6.9]",Point,nn00530040,,,00530040,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00530040.geojson,0.34,,202.98,",nn00530040,",0.6,ml,,nn,10.0,"66km SSW of Alamo, Nevada",0.2172,6,",nn,",reviewed,1454635542969,"M 0.6 - 66km SSW of Alamo, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1454638150120,http://earthquake.usgs.gov/earthquakes/eventpage/nn00530040,Feature
"[-123.5986667, 40.4911667, 24.94]",Point,nc72588661,,,72588661,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72588661.geojson,0.02307,,47.0,",nc72588661,",2.49,md,,nc,21.0,"35km W of Hayfork, California",0.09,95,",nc,",reviewed,1454634536150,"M 2.5 - 35km W of Hayfork, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1454663501153,http://earthquake.usgs.gov/earthquakes/eventpage/nc72588661,Feature
